citrus	citruses
clause	clauses
clave	claves
clianthus	clianthuses
clitoris	clitorises
Clive	Clives
cloche	cloches
clonus	clonuses
closterovirus	closteroviruses
clypeus	clypeuses
coccis	cocces
coccolithovirus	coccolithoviruses
cochito	cochitos
cockamamie	cockamamies
coco	cocos
codex	codices
coitus	coituses
coleus	coleuses
colitis	colitises
collie	collies
collins	collinses
colobus	colobuses
Colombo	Colombos
Colorado	Colorados
colpitis	colpitises
coltivirus	coltiviruses
Comanche	Comanches
commando	commandos
comovirus	comoviruses
compendium	compendiums
conceptus	conceptuses
concertino	concertinos
concerto	concerti
conjunctivitis	conjunctivitises
Connie	Connies
consensus	consensuses
consortium	consortiums
conspectus	conspectuses
contango	contangos
contralto	contraltos
contuse	contuses
convolvulus	convolvuluses
cookie	cookies
coolie	coolies
cootie	cooties
copy	copies
cornmuse	cornmuses
coronavirus	coronaviruses
corpus	corpuses
corrigendum	corrigenda
cortex	cortexes
coryzavirus	coryzaviruses
cos	coses
cosmos	cosmoses
coterie	coteries
coup d'etat	coups d'etat
court-martial	courts-martial
cow	cows
coxsackievirus	coxsackieviruses
cranium	craniums
crappie	crappies
creche	creches
credo	credos
crescendo	crescendos
crevasse	crevasses
cri du coeur	cris du coeur
crinivirus	criniviruses
crisis	crises
criterion	criteria
crocus	crocuses
crus	cruses
Crusoe	Crusoes
cubitus	cubituses
cucumovirus	cucumoviruses
cunnilinctus	cunnilinctuses
cunnilingus	cunnilinguses
curie	curies
Curie	Curies
curriculum	curriculums
cuscus	cuscuses
cutesie	cutesies
cutlas	cutlases
cyano	cyanos
cypovirus	cypoviruses
cystovirus	cystoviruses
cytomegalovirus	cytomegaloviruses
czech	czechs
dace	daces
dais	daises
Dannie	Dannies
database	databases
datum	data
daughter-in-law	daughters-in-law
Debbie	Debbies
deer	deer
Defoe	Defoes
deinonychus	deinonychuses
deltacoronavirus	deltacoronaviruses
deluxe	deluxes
demitasse	demitasses
demo	demos
densovirus	densoviruses
deoxyribovirus	deoxyriboviruses
dependovirus	dependoviruses
dermatitis	dermatitises
dermovirus	dermoviruses
des	deses
desideratum	desiderata
desman	desmans
deton	detons
diagnosis	diagnoses
dialysis	dialyses
dianthovirus	dianthoviruses
dickens	dickenses
dictum	dictums
die	dice
dieresis	diereses
diestrus	diestruses
digitalis	digitalises
dingo	dingoes
dingus	dinguses
diplodocus	diplodocuses
diploma	diplomas
dipus	dipuses
director-general	directors-general
discus	discuses
dissolve	dissolves
ditto	dittos
diverticulitis	diverticulitises
Dixie	Dixies
doe	does
dogie	dogies
dogma	dogmas
dolichos	dolichoses
Dollie	Dollies
dolman	dolmans
domino	dominoes
Donnie	Donnies
doofus	doofuses
douche	douches
douse	douses
Draco	Dracos
drama	dramas
Drambuie	Drambuies
drink	drinks
dukhobor	dukhobortsy
duovirus	duoviruses
Duse	Duses
dynamo	dynamos
earache	earaches
eave	eaves
ecbovirus	ecboviruses
ecdovirus	ecdoviruses
echo	echoes
echovirus	echoviruses
ecmovirus	ecmoviruses
ecsovirus	ecsoviruses
Eddie	Eddies
edema	edemas
Effie	Effies
efreet	efreeti
ego	egos
eland	elands
electrolysis	electrolyses
electrotonus	electrotonuses
elk	elk
Ellie	Ellies
ellipsis	ellipses
Elsie	Elsies
embargo	embargoes
embolus	emboluses
embryo	embryos
emphasis	emphases
emporium	emporiums
encomium	encomiums
endocarditis	endocarditises
endometritis	endometritises
enema	enemas
enigma	enigmas
entellus	entelluses
entente-cordiale	ententes-cordiales
enteritis	enteritises
enterovirus	enteroviruses
entomobirnavirus	entomobirnaviruses
entomopoxvirus	entomopoxviruses
eohippus	eohippuses
ephemeris	ephemerises
epidermis	epidermises
epididymis	epididymises
epos	eposes
Erie	Eries
Ernie	Ernies
erratum	errata
erve	erves
erysipelas	erysipelases
erythrovirus	erythroviruses
Esperanto	Esperantos
espresso	espressos
Essie	Essies
estrus	estruses
ethnos	ethnoses
ethos	ethoses
eucalyptus	eucalyptuses
Eugenie	Eugenies
eunuch	eunuchs
euonymus	euonymuses
euro	euros
excursus	excursuses
excuse	excuses
exegesis	exegeses
exodus	exoduses
exophthalmos	exophthalmoses
explosive	explosives
extrados	extradoses
extremum	extrema
eyas	eyases
eyrie	eyries
fabavirus	fabaviruses
Faeroe	Faeroes
fait-accompli	faits-accomplis
falsetto	falsettos
famulus	famuluses
Fannie	Fannies
farman	farmans
Faro	Faros
father-in-law	fathers-in-law
fauna	faunas
faux-pas	faux-pas
fetus	fetuses
fez	fezzes
fiasco	fiascos
fibronexus	fibronexuses
fibropapillomavirus	fibropapillomaviruses
fibrositis	fibrositises
fiche	fiches
fight	fights
fijivirus	fijiviruses
Filipino	Filipinos
filixmas	filixmases
filovirus	filoviruses
fils	filses
fire	fires
fireman	firemen
fish	fish
fizz	fizzes
flamenco	flamencos
flatfoot	flatfoots
flatus	flatuses
flavivirus	flaviviruses
floe	floes
floozie	floozies
flora	floras
Flossie	Flossies
fly	flies
focus	focuses
foe	foes
foetus	foetuses
foot	feet
footsie	footsies
foramen	foramens
formula	formulas
fowlpoxvirus	fowlpoxviruses
fracas	fracases
Frankie	Frankies
Freddie	Freddies
freebie	freebies
fremitus	fremituses
frizz	frizzes
fucus	fucuses
fungus	funguses
furioso	furiosos
furovirus	furoviruses
fuse	fuses
gallus	galluses
gammaherpesvirus	gammaherpesviruses
ganglion	ganglions
gas	gases
geminivirus	geminiviruses
generalissimo	generalissimos
genesis	geneses
genie	genies
genius	geniuses
gens	gentes
genu	genua
genus	genera
German	Germans
Gestapo	Gestapos
ghetto	ghettos
giardiavirus	giardiaviruses
gibbus	gibbuses
gigolo	gigolos
Gillespie	Gillespies
gingivitis	gingivitises
ginglymus	ginglymuses
gizmo	gizmos
glossitis	glossitises
glottis	glottises
glove	gloves
goalie	goalies
Goldie	Goldies
goniolens	goniolenses
goose	geese
governor-general	governors-general
goy	goyim
Gracie	Gracies
graffito	graffiti
grampus	grampuses
granulovirus	granuloviruses
Greensboro	Greensboros
gringo	gringos
groupie	groupies
grouse	grouses
Guaiabero	Guaiaberos
guano	guanos
gubbins	gubbinses
guinea fowl	guinea fowls
guinea-fowl	guinea-fowls
gulf	gulfs
gumbo	gumbos
gumma	gummas
Guthrie	Guthries
guts	gutses
gymnasium	gymnasiums
gyro	gyros
gyrus	gyruses
haddock	haddocks
hairdo	hairdos
hake	hakes
halibut	halibut
halitosis	halitoses
Hallie	Hallies
hallux	halluces
ham on rye	ham-on-ryes
hamadryas	hamadryases
Hanoi	Hanois
hantavirus	hantaviruses
harman	harmans
harquebus	harquebuses
Hattie	Hatties
head of state	heads of state
headache	headaches
heartache	heartaches
helianthus	helianthuses
helium	helium
helix	helices
helpervirus	helperviruses
hepadnavirus	hepadnaviruses
hepatopancreas	hepatopancreases
hero	heroes
herpesvirus	herpesviruses
herring	herrings
Hesse	Hesses
hetman	hetmans
Hettie	Hetties
hiatus	hiatuses
hibiscus	hibiscuses
hie	hies
hippo	hippos
hippopotamus	hippopotamuses
Hiroshiman	Hiroshimans
hive	hives
hoe	hoes
Hollie	Hollies
holluschik	holluschikie
honorarium	honorariums
hoof	hooves
hordeivirus	hordeiviruses
hornfels	hornfelses
house	houses
hubris	hubrises
human	humans
hummus	hummuses
humus	humuses
hydnocarpus	hydnocarpuses
hydra	hydras
hydrolysis	hydrolyses
hyperbaton	hyperbatons
hyperbola	hyperbolas
hypnosis	hypnoses
hypotenuse	hypotenuses
hypothesis	hypotheses
hypovirus	hypoviruses
hysteresis	hystereses
I	we
iambus	iambuses
ibis	ibises
ichnovirus	ichnoviruses
ichthyosaurus	ichthyosauruses
icterus	icteruses
ictus	ictuses
Idaho	Idahos
idee-fixe	idees-fixes
ignoramus	ignoramuses
ilarvirus	ilarviruses
impasse	impasses
impetigo	impetigos
impetus	impetuses
incubus	incubuses
incus	incuses
index	indices
inferno	infernos
infinity	infinities
influenzavirus	influenzaviruses
info	infos
inovirus	inoviruses
insigne	insignia
intermezzo	intermezzos
interregnum	interregnums
intertrigo	intertrigos
interweave	interweaves
intrados	intradoses
Iquico	Iquicos
iridovirus	iridoviruses
iris	irises
isthmus	isthmuses
iter	itinera
itis	itises
Ivanhoe	Ivanhoes
jack-in-the-box	jacks-in-the-box
jack-in-the-pulpit	jacks-in-the-pulpit
Jackie	Jackies
jakes	jakeses
jalapeno	jalapenos
jalapeño	jalapeños
jalousie	jalousies
Jamie	Jamies
janiceps	janicepses
Janie	Janies
Jannie	Jannies
Jeanie	Jeanies
Jeannie	Jeannies
Jennie	Jennies
jerry	jerries
Jerry	Jerrys
Jesse	Jesses
Jessie	Jessies
Jimmie	Jimmies
Jodie	Jodies
Joe	Joes
Johnie	Johnies
Johnnie	Johnnies
Jones	Joneses
Josie	Josies
Julie	Julies
julus	juluses
jumbo	jumbos
junkie	junkies
junto	juntos
Kakapo	Kakapos
Kalgoorlie	Kalgoorlies
karatas	karatases
Kathie	Kathies
Katie	Katies
Kellie	Kellies
Kewpie	Kewpies
kiddie	kiddies
kilo	kilos
kimono	kimonos
Kinkimavo	Kinkimavos
Kokako	Kokakos
kos	koses
Kosovo	Kosovos
Kristie	Kristies
krone	kroner
labyrinthitis	labyrinthitises
lacuna	lacunas
laddie	laddies
laminitis	laminitises
Laramie	Laramies
Larousse	Larousses
larva	larvae
lassie	lassies
Lassie	Lassies
latex	latexes
Laurie	Lauries
leishmaniavirus	leishmaniaviruses
leman	lemans
lemma	lemmas
lens	lenses
lentivirus	lentiviruses
leporipoxvirus	leporipoxviruses
leptocephalus	leptocephali
Leslie	Leslies
Lesotho	Lesothos
Lessie	Lessies
levivirus	leviviruses
libero	liberos
libido	libidos
libretto	librettos
lido	lidos
lie	lies
ligas	ligases
like	likes
Lillie	Lillies
Lilo	Lilos
Liman	Limans
limbo	limbos
limbus	limbuses
limo	limos
linctus	linctuses
lineno	linenos
lingerie	lingeries
lingo	lingos
lino	linos
lipocaics	lipocaicses
lithops	lithopses
litmus	litmuses
livedo	livedos
Lizzie	Lizzies
loaf	loaves
loco	locos
locus	loci
logo	logos
loma	lomas
Lonnie	Lonnies
look	looks
lore	lores
Lorie	Lories
Lorrie	Lorries
Lottie	Lotties
lotus	lotuses
Louie	Louies
louse	lice
lowlife	lowlifes
lumbago	lumbagos
lumen	lumens
lupus	lupuses
lustrum	lustrums
luteovirus	luteoviruses
lymphocryptovirus	lymphocryptoviruses
lymphocystivirus	lymphocystiviruses
lymphoma	lymphomas
lyssavirus	lyssaviruses
macho	machos
Mackenzie	Mackenzies
mackerel	mackerels
macro	macros
macrocosmos	macrocosmoses
macrolens	macrolenses
madras	madrases
mafioso	mafiosos
Maggie	Maggies
magma	magmas
magneto	magnetos
magnifico	magnificos
magpie	magpies
Maisie	Maisies
Majuro	Majuros
make	makes
Malabo	Malabos
malleus	malleuses
Mamie	Mamies
man	men
man-about-town	men-about-town
man-child	men-children
man-of-war	men-of-war
mandamus	mandamuses
mango	mangoes
manifesto	manifestos
manservant	menservants
mantis	mantises
manus	manuses
Maputo	Maputos
Maracaibo	Maracaibos
marafivirus	marafiviruses
marasmus	marasmuses
Marcie	Marcies
Margie	Margies
Marie	Maries
Marjorie	Marjories
marquis	marquises
mary	maries
Mary	Marys
masseuse	masseuses
mastadenovirus	mastadenoviruses
mastrevirus	mastreviruses
Matisse	Matisses
matrix	matrices
Mattie	Matties
matzo	matzoth
maximum	maximums
McEnroe	McEnroes
McKenzie	McKenzies
me	us
measles	measles
meatus	meatuses
medico	medicos
medium	mediums
medusa	medusas
megalosaurus	megalosauruses
Melanie	Melanies
melisma	melismas
memo	memos
memorandum	memorandums
menagerie	menageries
mengovirus	mengoviruses
meniscus	menisci
menopause	menopauses
meros	meroses
metamorphosis	metamorphoses
metapneumovirus	metapneumoviruses
metastasis	metastases
metritis	metritises
metro	metros
metropolis	metropolises
Meuse	Meuses
mevinphos	mevinphoses
Mexico	Mexicos
miasma	miasmas
michaelmas	michaelmases
Mickie	Mickies
micro	micros
microcallus	microcalluses
microcensus	microcensuses
microfiche	microfiches
microlens	microlenses
microvirus	microviruses
Milano	Milanos
millennium	millenniums
Millie	Millies
mine	ours
minibus	minibuses
minimum	minimums
minister-president	ministers-president
Minnie	Minnies
minus	minuses
minutia	minutiae
misdiagnosis	misdiagnoses
missus	missuses
mistletoe	mistletoes
misuse	misuses
mitosis	mitoses
Moe	Moes
Mollie	Mollies
molluscipoxvirus	molluscipoxviruses
momentum	momentums
mommie	mommies
Monaco	Monacos
monas	monases
mongoose	mongooses
monkeypoxvirus	monkeypoxviruses
mono	monos
mononucleosis	mononucleoses
Monroe	Monroes
Montenegro	Montenegros
morbillivirus	morbilliviruses
Morocco	Moroccos
mosquito	mosquitoes
mother-in-law	mothers-in-law
motorbus	motorbuses
motto	mottoes
Mountie	Mounties
mouse	mice
mousse	mousses
move	moves
movie	movies
mucus	mucuses
muggins	mugginses
Muqdisho	Muqdishos
murex	murices
murivirus	muriviruses
muromegalovirus	muromegaloviruses
muse	muses
my	our
mycoplasmavirus	mycoplasmaviruses
mycovirus	mycoviruses
myo	myos
myocarditis	myocarditises
myricas	myricases
myself	ourselves
mythos	mythoi
myxovirus	myxoviruses
Nakayaman	Nakayamans
Nannie	Nannies
nanovirus	nanoviruses
narcosis	narcoses
Natalie	Natalies
nautilus	nautiluses
nebula	nebulas
necktie	neckties
necrosis	necroses
necrovirus	necroviruses
negus	neguses
Nellie	Nellies
nemesis	nemeses
neophallus	neophalluses
nepovirus	nepoviruses
Nettie	Netties
neurosis	neuroses
neurostatus	neurostatuses
neurovirus	neuroviruses
neutrino	neutrinos
never-was	never-weres
newbie	newbies
news	news
nexus	nexuses
niche	niches
nidus	niduses
Nietzsche	Nietzsches
nightie	nighties
nimbus	nimbuses
Ningbo	Ningbos
nisus	nisuses
nitavirus	nitaviruses
no	noes
nodavirus	nodaviruses
Noe	Noes
nonbias	nonbiases
nonenterovirus	nonenteroviruses
nonflavivirus	nonflaviviruses
nonius	noniuses
nonplus	nonpluses
nonpoliovirus	nonpolioviruses
Norman	Normans
norovirus	noroviruses
noumenon	noumena
nova	novas
novirhabdovirus	novirhabdoviruses
nucellus	nucelluses
nucleolus	nucleoluses
nucleopolyhedrovirus	nucleopolyhedroviruses
nucleus	nuclei
numbers	numberses
numen	numina
nystagmus	nystagmuses
oaf	oafs
oasis	oases
obesity	obesities
oboe	oboes
occiput	occiputs
octavo	octavos
octopus	octopuses
oedema	oedemas
oestrus	oestruses
Oklahoman	Oklahomans
oldie	oldies
olive	olives
Ollie	Ollies
omnibus	omnibuses
omphalos	omphaloses
oncodnavirus	oncodnaviruses
oncoretrovirus	oncoretroviruses
oncornavirus	oncornaviruses
oncovirus	oncoviruses
onus	onuses
ophthalmitis	ophthalmitises
optimum	optimums
opus	opuses
orbivirus	orbiviruses
orchitis	orchitises
oregano	oreganos
organdie	organdies
organon	organons
Orinoco	Orinocos
Orlando	Orlandos
ornis	ornithes
orthohepadnavirus	orthohepadnaviruses
orthomyxovirus	orthomyxoviruses
orthopoxvirus	orthopoxviruses
orthoreovirus	orthoreoviruses
Oslo	Oslos
osmosis	osmoses
osteoporosis	osteoporoses
ottoman	ottomans
overlie	overlies
overplus	overpluses
overuse	overuses
ovum	ova
ox	oxen
oxymoron	oxymorons
Ozzie	Ozzies
palas	palases
Palmolive	Palmolives
Panaman	Panamans
pancreas	pancreases
pandanus	pandanuses
panino	panini
panto	pantos
paparazzo	paparazzi
papillomavirus	papillomaviruses
papovavirus	papovaviruses
pappus	pappuses
parabola	parabolas
parainfluenzavirus	parainfluenzaviruses
paralysis	paralyses
Paramaribo	Paramaribos
paramyxovirus	paramyxoviruses
paranthropus	paranthropuses
parapoxvirus	parapoxviruses
pararetrovirus	pararetroviruses
Pardusco	Parduscos
parechovirus	parechoviruses
parenthesis	parentheses
parotitis	parotitises
parthenogenesis	parthenogeneses
parvovirus	parvoviruses
passerby	passersby
pastiche	pastiches
pathos	pathoses
pause	pauses
Pearlie	Pearlies
pecluvirus	pecluviruses
pedalo	pedalos
pekoe	pekoes
pelvis	pelvises
pemphigus	pemphiguses
penis	penises
perihelion	perihelions
periodontitis	periodontitises
peripatus	peripatuses
periphrasis	periphrases
peritonitis	peritonitises
person	people
persona	personas
peruse	peruses
pestivirus	pestiviruses
petasos	petasoses
petasus	petasuses
pharos	pharoses
phenomenon	phenomena
philadelphus	philadelphuses
phosphorus	phosphoruses
photo	photos
photosynthesis	photosyntheses
phylum	phylums
phytoreovirus	phytoreoviruses
phytorhabdovirus	phytorhabdoviruses
piano	pianos
pickaxe	pickaxes
pickerel	pickerels
picobirnavirus	picobirnaviruses
picodnavirus	picodnaviruses
picornavirus	picornaviruses
picotrinavirus	picotrinaviruses
pie	pies
pike	pikes
pilaf	pilafs
pimento	pimentos
pinkie	pinkies
pinto	pintos
pixie	pixies
plateau	plateaus
platypus	platypuses
pleco	plecos
plectrovirus	plectroviruses
plexus	plexuses
plus	pluses
Pluto	Plutos
pneumocystitis	pneumocystitises
pneumovirus	pneumoviruses
Poe	Poes
pogo	pogos
poliovirus	polioviruses
polis	polises
polo	polos
polyanthus	polyanthuses
polydnavirus	polydnaviruses
polyhedron	polyhedra
polyomavirus	polyomaviruses
polypus	polypuses
pomovirus	pomoviruses
poncho	ponchos
pontifex	pontifexes
Porsche	Porsches
Porto	Portos
Porto-Novo	Porto-Novos
posse	posses
potato	potatoes
potexvirus	potexviruses
pothos	pothoses
potpie	potpies
Pottawatomie	Pottawatomies
potyvirus	potyviruses
poxvirus	poxviruses
pragma	pragmas
prairie	prairies
precis	preces
premium	premiums
previrus	previruses
prima donna	prima donnas
primus	primuses
pro	pros
proatlas	proatlases
proboscis	probosces
proctitis	proctitises
procurator-fiscal	procurators-fiscal
profuse	profuses
prognosis	prognoses
prolapsus	prolapsuses
prolegomenon	prolegomena
prophylaxis	prophylaxes
prospectus	prospectuses
prostatitis	prostatitises
prosthesis	prostheses
provirus	proviruses
pruritus	prurituses
pseudogas	pseudogases
pseudomyxovirus	pseudomyxoviruses
pseudophakos	pseudophakoses
pseudophallus	pseudophalluses
pseudosinus	pseudosinuses
pseudotetanus	pseudotetanuses
pseudovirus	pseudoviruses
psoriasis	psoriases
psyche	psyches
psycho	psychos
psychoanalysis	psychoanalyses
psychokinesis	psychokineses
psychosis	psychoses
pueblo	pueblos
pupa	pupae
pus	puses
pycnics	pycnicses
quadrans	quadrantes
quadriceps	quadricepses
quantum	quantums
quarto	quartos
quartz	quartz
quiche	quiches
quickie	quickies
quietus	quietuses
Quito	Quitos
quiz	quizzes
radius	radiuses
radix	radices
ranavirus	ranaviruses
raptus	raptuses
razz	razzes
reach	reaches
rebus	rebuses
recluse	recluses
referendum	referenda
Reggie	Reggies
reovirus	reoviruses
repo	repos
reredos	reredoses
research	research
resolve	resolves
retrovirus	retroviruses
reuse	reuses
reverie	reveries
rhabdovirus	rhabdoviruses
rhadinovirus	rhadinoviruses
rhesus	rhesuses
rhino	rhinos
rhinoceros	rhinoceross
rhinosinus	rhinosinuses
rhinovirus	rhinoviruses
rhizopus	rhizopuses
rhombus	rhombuses
ribovirus	riboviruses
Richie	Richies
Rickie	Rickies
rictus	rictuses
ringhals	ringhalses
rinkhals	rinkhalses
risotto	risottos
rive	rives
Robbie	Robbies
Roche	Roches
rococo	rococos
roe	roes
rom	roma
Rom	Roma
Roman	Romans
romany	romanies
Romany	Romanies
rondo	rondos
Ronnie	Ronnies
rookie	rookies
Rosalie	Rosalies
Roscoe	Roscoes
Rosemarie	Rosemaries
roseolovirus	roseoloviruses
Rosie	Rosies
rostrum	rostrums
rotavirus	rotaviruses
rotisserie	rotisseries
Roxie	Roxies
rubai	rubaiyat
rubivirus	rubiviruses
rubulavirus	rubulaviruses
ruckus	ruckuses
rumpus	rumpuses
run	runs
runner-up	runners-up
ruse	ruses
Rushdie	Rushdies
Ruthie	Ruthies
rymovirus	rymoviruses
sabertooth	sabertooths
sabretooth	sabretooths
Sacramento	Sacramentos
saddo	saddos
Sadie	Sadies
safe	safes
sago	sagos
saleratus	saleratuses
Sallie	Sallies
salpingitis	salpingitises
salve	salves
salvo	salvos
Sammie	Sammies
Santiago	Santiagos
sapovirus	sapoviruses
Sapporo	Sapporos
Sarajevo	Sarajevos
sarcoma	sarcomas
sarcophagus	sarcophagi
sardius	sardiuses
sassafras	sassafrases
scarabaeus	scarabaeuses
schema	schemas
scherzando	scherzandos
scherzo	scherzos
schoolbus	schoolbuses
scleritis	scleritises
sclerosis	scleroses
scoliosis	scolioses
Scottie	Scotties
scultetus	scultetuses
seed	seeds
Selassie	Selassies
Selman	Selmans
sepsis	sepses
sequivirus	sequiviruses
seraph	seraphs
sergeant major	sergeants major
serostatus	serostatuses
shad	shads
shaman	shamans
sheep	sheep
Sherrie	Sherries
ship of the line	ships of the line
shoe	shoes
shrimp	shrimp
shtetl	shtetlach
shucks	shuckses
silenus	silenuses
silex	silices
silicosis	silicoses
silo	silos
simplex	simplexes
simplexvirus	simplexviruses
sink	sinks
sinus	sinuses
sinusitis	sinusitises
sirocco	siroccos
sis	sises
sister-in-law	sisters-in-law
sleep	sleep
sloe	sloes
sma	smas
snipe	snipes
sobemovirus	sobemoviruses
soflens	soflenses
softie	softies
soleus	soleuses
solo	solos
soma	somas
sombrero	sombreros
son of a bitch	sons of bitches
son-in-law	sons-in-law
Sonaman	Sonamans
Sophie	Sophies
soprano	sopranos
